6327431707155590064510187993025912503297078921717812830404608.000000 0.000000
6173980337974770513042064551348647935834014956975077281759232.000000 1380047524182851031412663747340234837010275161690821456035840.000000
5721279294493363419276597181168261265897925475789858171518976.000000 2692224623049325974050575953861739528147691686341010794741760.000000
4991895612907355679980547593209371226448482631746209739440128.000000 3872091625535565804948484372796757471058838445584377316376576.000000
4022154464982860045353954467748398618904732938445727943622656.000000 4861892254739598000921462836836274098028671546670923384881152.000000
2860280421453534178342589152544966980464361304437167579201536.000000 5613459529991425522406973397092626508556883872632464241328128.000000
1563933465738153205125711234705598669484747940022225161158656.000000 6090624770576285382930312331472786654876200807712416470138880.000000
197269014577332867540330241109377069678644248514358293823488.000000 6271005967371705625399938530729904058199928728028581273272320.000000
-1172324148479822785217602658865403940731414163210071330258944.000000 6147084737682487705050400833199840586598105807382025907208192.000000
-2477637737818741352157523643589520529980266043713110453256192.000000 5726518755635780780535120115466665071842360823335788461686784.000000
-3655032077308884559311308411448060452737827142511445967634432.000000 5031676909113204768736036889143767055535664580997496818368512.000000
-4647623118573729965829372012299166562669698883895302417285120.000000 4098425289167170957644737777177423156104663513563762327027712.000000
-5408104546074992573526873396516537887857996959981772459737088.000000 2974231266897143627809397503676306873302512752532791618437120.000000
-5901061306519491447237454467500774028712193823290622627282944.000000 1715688257952271733478262698013002101773562186205995223482368.000000
-6104658556305886801251241592113984894363828569105370319945728.000000 385593437899841688496964201031206202679358643022948399579136.000000
-6011623636232729802651824123463740840278530343975551410110464.000000 -950266903654060943692953323426789487776538993361367506878464.000000
-5629476404621413303295124555408991651290486317925399997186048.000000 -2226455646896625869871388401907841865700953063190905548177408.000000
-4980003026591304394458612850215842673453378415514656106872832.000000 -3381173079048712397773119411869926284117884830916451330162688.000000
-4098007973312087390889110673142881675363156593870625159774208.000000 -4359325698501673798602083400085941626924874271616666353795072.000000
-3029416401473266966961542455754255941759267619418392315822080.000000 -5115219436306296704516231856479567693422569421715672808816640.000000
-1828832274020734284870950587120139675122511884769702409404416.000000 -5614742518042881249671008996162004850438562849020849791434752.000000
-556684813398841896885191478348593288744294089739567349366784.000000 -5836931460258178817140536484313348952856965953807504822501376.000000
723884243208810468255157878476501927053162241785364125581312.000000 -5774847267475200790305584550818060094708675350733823808634880.000000
1950228565877263724453751629123136950086898351636568499814400.000000 -5435725901686789713251157952880105930874092984070516464680960.000000
3063333596532135679206865712538835833041379564701795122937856.000000 -4840405506911974793374041575948216174781169549547302400557056.000000
4010720768723072280203685855293454534535288622755538683297792.000000 -4022070608543268057050088291748891182308331269428082185863168.000000
4748973545981485014244628765067881288536639100121420484575232.000000 -3024388558413254256675589790992407351295403364124867885531136.000000
5245761289888514559203375522917955285426955425359667358859264.000000 -1899144024909045786670284405836004825118507562859468765003776.000000
5481265214353636434241836889095399355881843417415953133076480.000000 -703501769893895345562446364188665989056268539894600841560064.000000
5448943511428526142300063425215832911437308701390827830640640.000000 502954897215165407816949191381798393142773780983897223331840.000000
5155608310749489560328465028934667644672485111455245284671488.000000 1661253535399946026465992913220863737404400772364172955484160.000000
4620823507342265696717105940064258305493635746753643370512384.000000 2715972769092495901311973840947751624625166184442925915570176.000000
3875667701276558288868319323480823111491746407148449557381120.000000 3617943845355820697870248613100300652737994554468600821841920.000000
