-4.000000 -4.000000 -0.011972
-4.000000 -3.800000 -0.014487
-4.000000 -3.600000 -0.016425
-4.000000 -3.400000 -0.017708
-4.000000 -3.200000 -0.018284
-4.000000 -3.000000 -0.018132
-4.000000 -2.800000 -0.017257
-4.000000 -2.600000 -0.015694
-4.000000 -2.400000 -0.013506
-4.000000 -2.200000 -0.010779
-4.000000 -2.000000 -0.007622
-4.000000 -1.800000 -0.004161
-4.000000 -1.600000 -0.000535
-4.000000 -1.400000 0.003113
-4.000000 -1.200000 0.006637
-4.000000 -1.000000 0.009896
-4.000000 -0.800000 0.012761
-4.000000 -0.600000 0.015117
-4.000000 -0.400000 0.016870
-4.000000 -0.200000 0.017951
-4.000000 0.000000 0.018316
-4.000000 0.200000 0.017951
-4.000000 0.400000 0.016870
-4.000000 0.600000 0.015117
-4.000000 0.800000 0.012761
-4.000000 1.000000 0.009896
-4.000000 1.200000 0.006637
-4.000000 1.400000 0.003113
-4.000000 1.600000 -0.000535
-4.000000 1.800000 -0.004161
-4.000000 2.000000 -0.007622
-4.000000 2.200000 -0.010779
-4.000000 2.400000 -0.013506
-4.000000 2.600000 -0.015694
-4.000000 2.800000 -0.017257
-4.000000 3.000000 -0.018132
-4.000000 3.200000 -0.018284
-4.000000 3.400000 -0.017708
-4.000000 3.600000 -0.016425
-4.000000 3.800000 -0.014487
-4.000000 4.000000 -0.011972

-3.800000 -4.000000 -0.014623
-3.800000 -3.800000 -0.017695
-3.800000 -3.600000 -0.020061
-3.800000 -3.400000 -0.021628
-3.800000 -3.200000 -0.022333
-3.800000 -3.000000 -0.022147
-3.800000 -2.800000 -0.021078
-3.800000 -2.600000 -0.019169
-3.800000 -2.400000 -0.016496
-3.800000 -2.200000 -0.013165
-3.800000 -2.000000 -0.009310
-3.800000 -1.800000 -0.005083
-3.800000 -1.600000 -0.000653
-3.800000 -1.400000 0.003802
-3.800000 -1.200000 0.008106
-3.800000 -1.000000 0.012087
-3.800000 -0.800000 0.015586
-3.800000 -0.600000 0.018463
-3.800000 -0.400000 0.020605
-3.800000 -0.200000 0.021925
-3.800000 0.000000 0.022371
-3.800000 0.200000 0.021925
-3.800000 0.400000 0.020605
-3.800000 0.600000 0.018463
-3.800000 0.800000 0.015586
-3.800000 1.000000 0.012087
-3.800000 1.200000 0.008106
-3.800000 1.400000 0.003802
-3.800000 1.600000 -0.000653
-3.800000 1.800000 -0.005083
-3.800000 2.000000 -0.009310
-3.800000 2.200000 -0.013165
-3.800000 2.400000 -0.016496
-3.800000 2.600000 -0.019169
-3.800000 2.800000 -0.021078
-3.800000 3.000000 -0.022147
-3.800000 3.200000 -0.022333
-3.800000 3.400000 -0.021628
-3.800000 3.600000 -0.020061
-3.800000 3.800000 -0.017695
-3.800000 4.000000 -0.014623

-3.600000 -4.000000 -0.017860
-3.600000 -3.800000 -0.021612
-3.600000 -3.600000 -0.024503
-3.600000 -3.400000 -0.026417
-3.600000 -3.200000 -0.027277
-3.600000 -3.000000 -0.027050
-3.600000 -2.800000 -0.025745
-3.600000 -2.600000 -0.023413
-3.600000 -2.400000 -0.020148
-3.600000 -2.200000 -0.016080
-3.600000 -2.000000 -0.011371
-3.600000 -1.800000 -0.006208
-3.600000 -1.600000 -0.000798
-3.600000 -1.400000 0.004644
-3.600000 -1.200000 0.009901
-3.600000 -1.000000 0.014763
-3.600000 -0.800000 0.019037
-3.600000 -0.600000 0.022551
-3.600000 -0.400000 0.025167
-3.600000 -0.200000 0.026779
-3.600000 0.000000 0.027324
-3.600000 0.200000 0.026779
-3.600000 0.400000 0.025167
-3.600000 0.600000 0.022551
-3.600000 0.800000 0.019037
-3.600000 1.000000 0.014763
-3.600000 1.200000 0.009901
-3.600000 1.400000 0.004644
-3.600000 1.600000 -0.000798
-3.600000 1.800000 -0.006208
-3.600000 2.000000 -0.011371
-3.600000 2.200000 -0.016080
-3.600000 2.400000 -0.020148
-3.600000 2.600000 -0.023413
-3.600000 2.800000 -0.025745
-3.600000 3.000000 -0.027050
-3.600000 3.200000 -0.027277
-3.600000 3.400000 -0.026417
-3.600000 3.600000 -0.024503
-3.600000 3.800000 -0.021612
-3.600000 4.000000 -0.017860

-3.400000 -4.000000 -0.021814
-3.400000 -3.800000 -0.026397
-3.400000 -3.600000 -0.029928
-3.400000 -3.400000 -0.032265
-3.400000 -3.200000 -0.033316
-3.400000 -3.000000 -0.033039
-3.400000 -2.800000 -0.031445
-3.400000 -2.600000 -0.028597
-3.400000 -2.400000 -0.024609
-3.400000 -2.200000 -0.019640
-3.400000 -2.000000 -0.013888
-3.400000 -1.800000 -0.007582
-3.400000 -1.600000 -0.000974
-3.400000 -1.400000 0.005672
-3.400000 -1.200000 0.012093
-3.400000 -1.000000 0.018032
-3.400000 -0.800000 0.023251
-3.400000 -0.600000 0.027544
-3.400000 -0.400000 0.030739
-3.400000 -0.200000 0.032708
-3.400000 0.000000 0.033373
-3.400000 0.200000 0.032708
-3.400000 0.400000 0.030739
-3.400000 0.600000 0.027544
-3.400000 0.800000 0.023251
-3.400000 1.000000 0.018032
-3.400000 1.200000 0.012093
-3.400000 1.400000 0.005672
-3.400000 1.600000 -0.000974
-3.400000 1.800000 -0.007582
-3.400000 2.000000 -0.013888
-3.400000 2.200000 -0.019640
-3.400000 2.400000 -0.024609
-3.400000 2.600000 -0.028597
-3.400000 2.800000 -0.031445
-3.400000 3.000000 -0.033039
-3.400000 3.200000 -0.033316
-3.400000 3.400000 -0.032265
-3.400000 3.600000 -0.029928
-3.400000 3.800000 -0.026397
-3.400000 4.000000 -0.021814

-3.200000 -4.000000 -0.026644
-3.200000 -3.800000 -0.032242
-3.200000 -3.600000 -0.036554
-3.200000 -3.400000 -0.039409
-3.200000 -3.200000 -0.040693
-3.200000 -3.000000 -0.040354
-3.200000 -2.800000 -0.038407
-3.200000 -2.600000 -0.034929
-3.200000 -2.400000 -0.030058
-3.200000 -2.200000 -0.023989
-3.200000 -2.000000 -0.016963
-3.200000 -1.800000 -0.009261
-3.200000 -1.600000 -0.001190
-3.200000 -1.400000 0.006928
-3.200000 -1.200000 0.014771
-3.200000 -1.000000 0.022024
-3.200000 -0.800000 0.028399
-3.200000 -0.600000 0.033642
-3.200000 -0.400000 0.037544
-3.200000 -0.200000 0.039950
-3.200000 0.000000 0.040762
-3.200000 0.200000 0.039950
-3.200000 0.400000 0.037544
-3.200000 0.600000 0.033642
-3.200000 0.800000 0.028399
-3.200000 1.000000 0.022024
-3.200000 1.200000 0.014771
-3.200000 1.400000 0.006928
-3.200000 1.600000 -0.001190
-3.200000 1.800000 -0.009261
-3.200000 2.000000 -0.016963
-3.200000 2.200000 -0.023989
-3.200000 2.400000 -0.030058
-3.200000 2.600000 -0.034929
-3.200000 2.800000 -0.038407
-3.200000 3.000000 -0.040354
-3.200000 3.200000 -0.040693
-3.200000 3.400000 -0.039409
-3.200000 3.600000 -0.036554
-3.200000 3.800000 -0.032242
-3.200000 4.000000 -0.026644

-3.000000 -4.000000 -0.032543
-3.000000 -3.800000 -0.039380
-3.000000 -3.600000 -0.044647
-3.000000 -3.400000 -0.048134
-3.000000 -3.200000 -0.049702
-3.000000 -3.000000 -0.049289
-3.000000 -2.800000 -0.046910
-3.000000 -2.600000 -0.042662
-3.000000 -2.400000 -0.036713
-3.000000 -2.200000 -0.029300
-3.000000 -2.000000 -0.020719
-3.000000 -1.800000 -0.011312
-3.000000 -1.600000 -0.001454
-3.000000 -1.400000 0.008462
-3.000000 -1.200000 0.018041
-3.000000 -1.000000 0.026900
-3.000000 -0.800000 0.034687
-3.000000 -0.600000 0.041091
-3.000000 -0.400000 0.045857
-3.000000 -0.200000 0.048795
-3.000000 0.000000 0.049787
-3.000000 0.200000 0.048795
-3.000000 0.400000 0.045857
-3.000000 0.600000 0.041091
-3.000000 0.800000 0.034687
-3.000000 1.000000 0.026900
-3.000000 1.200000 0.018041
-3.000000 1.400000 0.008462
-3.000000 1.600000 -0.001454
-3.000000 1.800000 -0.011312
-3.000000 2.000000 -0.020719
-3.000000 2.200000 -0.029300
-3.000000 2.400000 -0.036713
