1256795510298421738192065392160659166804179639927006186317144804541586007957765529142830084648804250812416.000000 0.000000
1166731355068589653602504710315748059989751293532951936850247382717922141776977963008853923365648418734080.000000 466186683344546951535516937793767875915175730056288833231831015190954651384447989531780012723974302597120.000000
909654905598738881507408342446312871477854732405912367019974890983859707035115359265600315446237350330368.000000 865040334951332154517479298157378986145653772018152024580934081726331268174023209582670898488050005835776.000000
522973904295518420551208057734565306078840093476324157568514107040923157141704450121776940898125248200704.000000 1139108253471998541606670543969853624983065845343559916162870268629552875482536839340720861925180845326336.000000
62858406524671614034917695016069055028306455487351160912698983755759763758818802823596101613808313696256.000000 1249225822872458245550628082946868418046031006865489817642525855393228335631103381874188592039884211879936.000000
-404047688704121545861789457333678646549523761406523173657007585699272204182936989788683717149752201052160.000000 1180201979534917305282200871011436351753888195234643026934217937612235827287134428844787984858489758416896.000000
-810432080005507895804897503307569122252003061025764659445066503872961800852821620319974684962920960360448.000000 942944164203860775184856036564299028233957434411100796551050165227368483824777558951479109943048267628544.000000
-1098171344942752883757051503800025582764746466991268629338008491052813626412391264716972102614252292931584.000000 572721495623886724210911915045329088789799856272957462688684712056360791746620787128692589648723771916288.000000
-1226774152641364612948370521530823463608175453140297652894634762907257442723115644246390684937053710319616.000000 123845135945363889640734212833237066181666546451800795626364618931611083616361123819540409056104806350848.000000
-1179165050325578798902652987958880134583913323712893178107150989114651242085071660271276102605764498030592.000000 -338420182451802269888251691510292711739589364553281976784806349141590298635141166770927263264428414468096.000000
-963970484422466025585609349688879875464076690163120513732318239705649816622511430530022446427119974088704.000000 -747490827601688167782204461843872390947824684091956721991304242281041391148327609925293029877650779275264.000000
-613999004794200316310007020896014603556312776277687760167940386387122962097793348107977678126555317927936.000000 -1045201362974159665120717076619281561580004822955621410659864667802010354030214345133922915445800932737024.000000
-181179579590148211972836026976983657875707258055851621005000629931269500021988932138850806557300574126080.000000 -1190198727877751352866121163844871415503202994531685237874675338876773657162239993453116448869731971104768.000000
271251611002901283441836247622281012197163742415863140134325227223744027450447356614984800044522630283264.000000 -1163764311318950965007779468377658512380566240642796491005023179508136733707662627382098276564994625634304.000000
678124014838298683622787210044766168244695468220986079886922367597961110876033840680340567634754064613376.000000 -972233462866833302856312906495690778855806013000096778592435414981806984166091095591782006201653638725632.000000
981856093832288721670780786646659546978683305722743179147794670359969466020930112397223228892880499113984.000000 -645700677527234198411867471392779983494196532520809693782947888434697367167902627572260008510340491902976.000000
1140717790967485918306961203790779117970444690523587240149798190525082586298201071280542439648846009073664.000000 -233257173533723786157113244607868935033640393112099093345825068970463113484238381908570177336555543199744.000000
1134630358701217285596347319293866448119961802160590608676923589645081285286910196290324302952443861270528.000000 204479295204480695655143153904404885461964324585059648656305675736057989794124146884869409334028564168704.000000
967688678215239024862439292857477954510911696881165617775449322947730695998076703926961568056909448085504.000000 604391751341323443747802195294185526523156729233341984667963815072522721999492474112490950300875377082368.000000
667093693770970450235997396960319786505021183196155635165294875573792978564158718876124047078388012154880.000000 910086399000149967282470950085946894822815565058277852068956708077485230187650246427750484236718043037696.000000
278722705926493829904087699459036993130881085469019367634969100992081752792756854205501380915065708871680.000000 1079944873084715089123493978486605540880829557036581941222071374763043152151805318248482084294127205220352.000000
-139939305746555574157817069875708194714921738739699962164497156871468250807556513288810086329850500481024.000000 1092842584039467074880321713547406645591398025536063811154043856760686513856169065006258324783172274880512.000000
-528407333151114766170048744271733651914733905507276322830492489004311004935129257251746714353879889215488.000000 950741078632020354245248066939865112443015035222827107455431944903477990070493353406953133137009034919936.000000
-832039078893839592642580920169332560823008231562802853302209486722501597176224684276420913827247334359040.000000 677844466415755582579643212350773647968323033141335101833430926474504521460069079645355937437913349881856.000000
-1009804816149862822542163928635740860291778810002674688524880477449187362264467511101762963717377608384512.000000 316527356540419225075134016663285373392261710410948830742854130321285548516833450606790547141654271229952.000000
-1039868014450837600905813623666232026736963140009697230528900157679912796898596545376065099502259563134976.000000 -79284407031259730233174701759045780732526317500415316252453894336586541440969492280230639864711095517184.000000
-922213970310033206589768450708086958693561714468468081561874538573947612600975069875949575461375966183424.000000 -452238929122231256999853223577123469030802213595405804205788972764570698895560120638656065492450994552832.000000
-678021818172788247402351611501092005764497028745688843796209323935194910230720758008495749207118655258624.000000 -749953176037071597274071454516938930468065312963947387427299959185282823639647662576919305079793806999552.000000
-345966211974169218577167467524343404131525517076884627787631982711081523002979314348660431106022148407296.000000 -932436454539413654942326079285837892094344947460267593077361064670471664279323020151065392718714782089216.000000
23916082830019950486258502151425400045797328528733460619345118284417836562623751680032361117720617418752.000000 -977481629502363404020832370065074636914584292760906870159410649230782272076926122809089320764535929307136.000000
377818692306718085789056935542108946457853519776515553138380702041972027779988152628426320602608120627200.000000 -883296338816339607150277814375472086784866951407372387536955007858391171058496333018401801891837728784384.000000
666056542388410281870200791223495171477811329344101009345820543149568955369005184301615333279367329480704.000000 -668077601098309896127534431158041676232834631875957475888634928187431385283960708795337207881366111256576.000000
850088610829888563360576423754398370313995304640422201706339731056494895406567952263608922694896603627520.000000 -366694573091699497967183784187851077482710118267813734330049081307145758679620557376529988144428010700800.000000
907673905779383699653664591246727671045470790370932910434499446611426438228649836737382757417273842991104.000000 -25065597613857737910249897711659354838715623204032207465034253428181908036913513371312440078611291045888.000000
835472714189186498529802275570036248171773468594827424557435482921687738703638626584554632614375619297280.000000 306864720166269685109407039089108229589548814034259911297282863667443001112287571930805466804514969354240.000000
