 11 11 12
 17 17 19
 21 21 19
 25 24 17
 26 26 18
 29 29 19
 31 31 16
 34 33 18
 36 36 18
 39 38 19
 40 39 19
 42 43 20
 45 44 16
 46 45 17
 48 46 18
 50 48 18
 52 50 18
 53 51 18
 55 53 19
 57 54 19
 58 57 19
 60 57 19
 61 60 21
 64 60 16
 65 61 16
 67 63 17
 68 67 17
 70 66 17
 73 68 17
 73 70 17
 75 70 18
 77 72 18
 78 74 19
 79 75 19
 81 76 18
 83 77 19
 84 78 18
 86 80 19
 87 82 18
 88 83 19


